incident_id,category,sub_category,priority,created_at,resolved_at,assigned_group,description,user_department,resolution_time_hours,hora,dia_semana,es_fin_de_semana,priority_ord,cluster_kmeans,cluster_dbscan
INC-000033,Red,Caída de red,P1,2025-11-09 11:57:34,2025-11-09 17:06:05,Service Desk N1,Red: Caída de red. Prioridad P1. Usuario de Atención a Clientes reporta problema. Atendido por Service Desk N1.,Atención a Clientes,5.141944444444444,11,6,1,1,7,14
INC-000034,Aplicaciones,Errores 500,P3,2025-12-30 06:10:34,2025-12-31 06:29:21,Aplicaciones N2,Aplicaciones: Errores 500. Prioridad P3. Usuario de Recursos Humanos reporta problema. Atendido por Aplicaciones N2.,Recursos Humanos,24.313055555555554,6,1,0,3,4,8
INC-000035,Impresoras,Sin tinta,P3,2025-10-17 13:01:34,2025-10-19 18:00:09,Sistemas N2,Impresoras: Sin tinta. Prioridad P3. Usuario de Logística reporta problema. Atendido por Sistemas N2.,Logística,52.97638888888889,13,4,0,3,8,19
INC-000036,Aplicaciones,Actualización,P3,2026-01-28 07:55:34,2026-01-29 11:34:31,Soporte en Sitio N1,Aplicaciones: Actualización. Prioridad P3. Usuario de Ventas reporta problema. Atendido por Soporte en Sitio N1.,Ventas,27.649166666666666,7,2,0,3,4,6
INC-000037,Red,Caída de red,P4,2025-11-27 06:32:34,2025-11-29 18:55:17,Aplicaciones N2,Red: Caída de red. Prioridad P4. Usuario de Operaciones reporta problema. Atendido por Aplicaciones N2.,Operaciones,60.37861111111111,6,3,0,4,7,14
INC-000038,Correo,Adjuntos,P3,2025-11-19 23:26:34,2025-11-21 14:11:59,Service Desk N1,Correo: Adjuntos. Prioridad P3. Usuario de Operaciones reporta problema. Atendido por Service Desk N1.,Operaciones,38.75694444444444,23,2,0,3,3,31
INC-000039,Base de datos,Backup,P3,2026-02-09 10:52:34,2026-02-10 09:35:47,Sistemas N2,Base de datos: Backup. Prioridad P3. Usuario de Atención a Clientes reporta problema. Atendido por Sistemas N2.,Atención a Clientes,22.720277777777778,10,0,0,3,6,20
INC-000040,Virtualización,Snapshots,P1,2025-10-29 02:05:34,2025-10-29 04:28:10,Redes N2,Virtualización: Snapshots. Prioridad P1. Usuario de Recursos Humanos reporta problema. Atendido por Redes N2.,Recursos Humanos,2.3766666666666665,2,2,0,1,0,28
INC-000041,Virtualización,VM caída,P3,2025-08-27 08:32:34,2025-08-30 05:08:56,Base de Datos N2,Virtualización: VM caída. Prioridad P3. Usuario de Ventas reporta problema. Atendido por Base de Datos N2.,Ventas,68.6061111111111,8,2,0,3,0,21
INC-000042,Virtualización,Migración,P4,2025-10-01 00:40:34,2025-10-03 19:01:18,Service Desk N1,Virtualización: Migración. Prioridad P4. Usuario de Finanzas reporta problema. Atendido por Service Desk N1.,Finanzas,66.34555555555555,0,2,0,4,0,9
INC-000043,Aplicaciones,Errores 500,P3,2026-01-07 02:39:34,2026-01-08 11:57:09,Seguridad N2,Aplicaciones: Errores 500. Prioridad P3. Usuario de Finanzas reporta problema. Atendido por Seguridad N2.,Finanzas,33.293055555555554,2,2,0,3,4,8
INC-000044,Red,Caída de red,P3,2025-10-20 02:44:34,2025-10-21 16:57:02,Seguridad N2,Red: Caída de red. Prioridad P3. Usuario de TI reporta problema. Atendido por Seguridad N2.,TI,38.20777777777778,2,0,0,3,7,14
INC-000045,Seguridad,Phishing,P3,2025-09-17 09:43:34,2025-09-19 08:45:49,Sistemas N2,Seguridad: Phishing. Prioridad P3. Usuario de Atención a Clientes reporta problema. Atendido por Sistemas N2.,Atención a Clientes,47.0375,9,2,0,3,5,11
INC-000046,Base de datos,Backup,P3,2025-08-17 06:41:34,2025-08-18 10:24:40,Base de Datos N2,Base de datos: Backup. Prioridad P3. Usuario de Finanzas reporta problema. Atendido por Base de Datos N2.,Finanzas,27.718333333333334,6,6,1,3,6,20
INC-000047,Aplicaciones,Login,P3,2025-09-17 04:58:34,2025-09-18 18:22:16,Aplicaciones N2,Aplicaciones: Login. Prioridad P3. Usuario de Marketing reporta problema. Atendido por Aplicaciones N2.,Marketing,37.395,4,2,0,3,4,0
INC-000048,Aplicaciones,Errores 500,P2,2025-09-24 06:55:34,2025-09-24 18:57:06,Base de Datos N2,Aplicaciones: Errores 500. Prioridad P2. Usuario de Marketing reporta problema. Atendido por Base de Datos N2.,Marketing,12.025555555555556,6,2,0,2,4,8
INC-000049,Virtualización,Host saturado,P4,2026-01-31 00:58:34,2026-02-05 07:59:55,Service Desk N1,Virtualización: Host saturado. Prioridad P4. Usuario de Marketing reporta problema. Atendido por Service Desk N1.,Marketing,127.0225,0,5,1,4,0,33
INC-000050,Hardware,Disco,P3,2026-01-03 01:19:34,2026-01-04 12:04:03,Soporte en Sitio N1,Hardware: Disco. Prioridad P3. Usuario de Finanzas reporta problema. Atendido por Soporte en Sitio N1.,Finanzas,34.74138888888889,1,5,1,3,2,7
INC-000051,Base de datos,Bloqueos,P4,2026-02-06 09:56:34,2026-02-11 22:01:59,Base de Datos N2,Base de datos: Bloqueos. Prioridad P4. Usuario de Recursos Humanos reporta problema. Atendido por Base de Datos N2.,Recursos Humanos,132.09027777777777,9,4,0,4,6,12
INC-000052,Base de datos,Backup,P4,2025-09-07 09:29:34,2025-09-12 03:44:35,Sistemas N2,Base de datos: Backup. Prioridad P4. Usuario de Ventas reporta problema. Atendido por Sistemas N2.,Ventas,114.25027777777778,9,6,1,4,6,20
INC-000053,Base de datos,Conexión,P4,2025-09-17 09:18:34,2025-09-22 16:13:32,Service Desk N1,Base de datos: Conexión. Prioridad P4. Usuario de TI reporta problema. Atendido por Service Desk N1.,TI,126.9161111111111,9,2,0,4,6,2
INC-000054,Hardware,Memoria,P3,2025-09-12 00:58:34,2025-09-13 19:48:27,Seguridad N2,Hardware: Memoria. Prioridad P3. Usuario de Ventas reporta problema. Atendido por Seguridad N2.,Ventas,42.83138888888889,0,4,0,3,9,15
INC-000055,Hardware,Laptop,P3,2025-12-03 01:04:34,2025-12-05 15:38:23,Base de Datos N2,Hardware: Laptop. Prioridad P3. Usuario de Operaciones reporta problema. Atendido por Base de Datos N2.,Operaciones,62.56361111111111,1,2,0,3,2,16
INC-000056,Base de datos,Tiempos de consulta,P3,2025-10-07 09:17:34,2025-10-09 19:38:28,Service Desk N1,Base de datos: Tiempos de consulta. Prioridad P3. Usuario de TI reporta problema. Atendido por Service Desk N1.,TI,58.348333333333336,9,1,0,3,6,22
INC-000057,Aplicaciones,Tiempo de respuesta,P2,2025-10-14 12:12:34,2025-10-14 23:33:21,Seguridad N2,Aplicaciones: Tiempo de respuesta. Prioridad P2. Usuario de Operaciones reporta problema. Atendido por Seguridad N2.,Operaciones,11.346388888888889,12,1,0,2,4,23
INC-000058,Hardware,Memoria,P2,2025-11-08 12:01:34,2025-11-09 04:53:44,Service Desk N1,Hardware: Memoria. Prioridad P2. Usuario de Operaciones reporta problema. Atendido por Service Desk N1.,Operaciones,16.869444444444444,12,5,1,2,9,15
INC-000059,Impresoras,Sin tinta,P2,2026-02-10 00:26:34,2026-02-10 16:50:54,Sistemas N2,Impresoras: Sin tinta. Prioridad P2. Usuario de Operaciones reporta problema. Atendido por Sistemas N2.,Operaciones,16.405555555555555,0,1,0,2,8,19
INC-000060,Red,WiFi,P4,2025-12-10 04:21:34,2025-12-12 21:53:04,Aplicaciones N2,Red: WiFi. Prioridad P4. Usuario de Recursos Humanos reporta problema. Atendido por Aplicaciones N2.,Recursos Humanos,65.525,4,2,0,4,7,24
INC-000061,Correo,Spam,P3,2025-11-25 04:19:34,2025-11-26 09:07:38,Service Desk N1,Correo: Spam. Prioridad P3. Usuario de Recursos Humanos reporta problema. Atendido por Service Desk N1.,Recursos Humanos,28.801111111111112,4,1,0,3,3,25
INC-000062,Aplicaciones,Tiempo de respuesta,P3,2026-02-04 12:36:34,2026-02-06 03:49:26,Base de Datos N2,Aplicaciones: Tiempo de respuesta. Prioridad P3. Usuario de Atención a Clientes reporta problema. Atendido por Base de Datos N2.,Atención a Clientes,39.214444444444446,12,2,0,3,4,23
INC-000063,Seguridad,Antivirus,P3,2025-09-29 08:18:34,2025-10-01 21:53:30,Soporte en Sitio N1,Seguridad: Antivirus. Prioridad P3. Usuario de Marketing reporta problema. Atendido por Soporte en Sitio N1.,Marketing,61.58222222222222,8,0,0,3,5,10
INC-000064,Red,Caída de red,P3,2025-11-03 05:40:34,2025-11-04 04:42:14,Seguridad N2,Red: Caída de red. Prioridad P3. Usuario de TI reporta problema. Atendido por Seguridad N2.,TI,23.02777777777778,5,0,0,3,7,14
INC-000065,Virtualización,VM caída,P1,2025-10-18 23:47:34,2025-10-19 03:41:39,Seguridad N2,Virtualización: VM caída. Prioridad P1. Usuario de Recursos Humanos reporta problema. Atendido por Seguridad N2.,Recursos Humanos,3.901388888888889,23,5,1,1,0,21
INC-000066,Impresoras,Atasco,P3,2025-12-03 00:44:34,2025-12-04 21:44:58,Aplicaciones N2,Impresoras: Atasco. Prioridad P3. Usuario de TI reporta problema. Atendido por Aplicaciones N2.,TI,45.00666666666667,0,2,0,3,8,5
INC-000067,Seguridad,Políticas,P3,2025-12-22 03:44:34,2025-12-24 17:55:50,Soporte en Sitio N1,Seguridad: Políticas. Prioridad P3. Usuario de Marketing reporta problema. Atendido por Soporte en Sitio N1.,Marketing,62.187777777777775,3,0,0,3,5,4
INC-000068,Impresoras,Conectividad,P4,2026-01-03 01:14:34,2026-01-04 21:27:41,Seguridad N2,Impresoras: Conectividad. Prioridad P4. Usuario de Marketing reporta problema. Atendido por Seguridad N2.,Marketing,44.21861111111111,1,5,1,4,8,13
INC-000069,Impresoras,Controlador,P4,2025-11-26 07:55:34,2025-11-28 19:04:49,Redes N2,Impresoras: Controlador. Prioridad P4. Usuario de Marketing reporta problema. Atendido por Redes N2.,Marketing,59.15416666666667,7,2,0,4,8,26
INC-000070,Red,VPN,P4,2025-12-03 11:39:34,2025-12-05 15:18:14,Sistemas N2,Red: VPN. Prioridad P4. Usuario de Recursos Humanos reporta problema. Atendido por Sistemas N2.,Recursos Humanos,51.644444444444446,11,2,0,4,7,27
INC-000071,Seguridad,Accesos,P3,2026-02-03 02:34:34,2026-02-05 18:09:59,Infraestructura N3,Seguridad: Accesos. Prioridad P3. Usuario de Logística reporta problema. Atendido por Infraestructura N3.,Logística,63.59027777777778,2,1,0,3,5,10
INC-000072,Almacenamiento,Rendimiento,P3,2025-12-24 09:42:34,2025-12-26 06:25:57,Soporte en Sitio N1,Almacenamiento: Rendimiento. Prioridad P3. Usuario de Marketing reporta problema. Atendido por Soporte en Sitio N1.,Marketing,44.723055555555554,9,2,0,3,1,18
INC-000073,Seguridad,Antivirus,P3,2025-10-11 11:14:34,2025-10-13 02:20:07,Aplicaciones N2,Seguridad: Antivirus. Prioridad P3. Usuario de Marketing reporta problema. Atendido por Aplicaciones N2.,Marketing,39.0925,11,5,1,3,5,10
INC-000074,Hardware,Laptop,P3,2025-12-14 08:56:34,2025-12-15 02:57:34,Service Desk N1,Hardware: Laptop. Prioridad P3. Usuario de Recursos Humanos reporta problema. Atendido por Service Desk N1.,Recursos Humanos,18.016666666666666,8,6,1,3,2,16
INC-000075,Aplicaciones,Actualización,P4,2026-02-09 05:33:34,2026-02-13 10:12:41,Seguridad N2,Aplicaciones: Actualización. Prioridad P4. Usuario de Recursos Humanos reporta problema. Atendido por Seguridad N2.,Recursos Humanos,100.65194444444444,5,0,0,4,4,6
INC-000076,Impresoras,Sin tinta,P4,2025-09-11 11:29:34,2025-09-15 03:04:36,Redes N2,Impresoras: Sin tinta. Prioridad P4. Usuario de Ventas reporta problema. Atendido por Redes N2.,Ventas,87.5838888888889,11,3,0,4,8,19
INC-000077,Correo,Spam,P3,2026-01-04 03:00:34,2026-01-05 08:06:02,Infraestructura N3,Correo: Spam. Prioridad P3. Usuario de Ventas reporta problema. Atendido por Infraestructura N3.,Ventas,29.09111111111111,3,6,1,3,3,25
INC-000078,Aplicaciones,Actualización,P3,2026-02-01 07:37:34,2026-02-03 06:11:08,Redes N2,Aplicaciones: Actualización. Prioridad P3. Usuario de Logística reporta problema. Atendido por Redes N2.,Logística,46.559444444444445,7,6,1,3,4,6
INC-000079,Seguridad,Accesos,P2,2025-09-24 10:57:34,2025-09-25 00:44:37,Seguridad N2,Seguridad: Accesos. Prioridad P2. Usuario de Logística reporta problema. Atendido por Seguridad N2.,Logística,13.784166666666666,10,2,0,2,5,10
INC-000080,Almacenamiento,NFS,P3,2026-01-25 03:51:34,2026-01-27 01:11:07,Sistemas N2,Almacenamiento: NFS. Prioridad P3. Usuario de Recursos Humanos reporta problema. Atendido por Sistemas N2.,Recursos Humanos,45.325833333333335,3,6,1,3,1,34
INC-000081,Virtualización,Snapshots,P4,2025-12-05 00:47:34,2025-12-07 09:43:26,Aplicaciones N2,Virtualización: Snapshots. Prioridad P4. Usuario de Marketing reporta problema. Atendido por Aplicaciones N2.,Marketing,56.931111111111115,0,4,0,4,0,28
INC-000082,Base de datos,Bloqueos,P3,2025-11-04 07:07:34,2025-11-06 03:18:40,Sistemas N2,Base de datos: Bloqueos. Prioridad P3. Usuario de TI reporta problema. Atendido por Sistemas N2.,TI,44.185,7,1,0,3,6,12
INC-000083,Hardware,Desktop,P3,2026-02-08 01:47:34,2026-02-10 13:39:26,Aplicaciones N2,Hardware: Desktop. Prioridad P3. Usuario de Atención a Clientes reporta problema. Atendido por Aplicaciones N2.,Atención a Clientes,59.864444444444445,1,6,1,3,2,29
INC-000084,Correo,Sin acceso,P3,2025-11-07 07:31:34,2025-11-08 07:57:19,Seguridad N2,Correo: Sin acceso. Prioridad P3. Usuario de Atención a Clientes reporta problema. Atendido por Seguridad N2.,Atención a Clientes,24.429166666666667,7,4,0,3,3,1
INC-000085,Impresoras,Atasco,P3,2025-11-22 11:39:34,2025-11-25 04:29:45,Aplicaciones N2,Impresoras: Atasco. Prioridad P3. Usuario de Atención a Clientes reporta problema. Atendido por Aplicaciones N2.,Atención a Clientes,64.83638888888889,11,5,1,3,8,5
INC-000086,Red,WiFi,P2,2025-11-13 03:50:34,2025-11-13 14:27:34,Infraestructura N3,Red: WiFi. Prioridad P2. Usuario de Ventas reporta problema. Atendido por Infraestructura N3.,Ventas,10.616666666666667,3,3,0,2,7,24
INC-000087,Impresoras,Controlador,P3,2025-10-10 03:29:34,2025-10-11 14:12:03,Aplicaciones N2,Impresoras: Controlador. Prioridad P3. Usuario de Logística reporta problema. Atendido por Aplicaciones N2.,Logística,34.70805555555555,3,4,0,3,8,26
INC-000088,Almacenamiento,Espacio lleno,P2,2026-02-02 09:53:34,2026-02-02 19:47:14,Seguridad N2,Almacenamiento: Espacio lleno. Prioridad P2. Usuario de TI reporta problema. Atendido por Seguridad N2.,TI,9.894444444444444,9,0,0,2,7,30
INC-000089,Impresoras,Sin tinta,P3,2026-01-21 07:03:34,2026-01-22 23:49:19,Infraestructura N3,Impresoras: Sin tinta. Prioridad P3. Usuario de Operaciones reporta problema. Atendido por Infraestructura N3.,Operaciones,40.7625,7,2,0,3,8,19
INC-000090,Impresoras,Atasco,P3,2025-09-18 12:31:34,2025-09-20 13:28:41,Soporte en Sitio N1,Impresoras: Atasco. Prioridad P3. Usuario de Atención a Clientes reporta problema. Atendido por Soporte en Sitio N1.,Atención a Clientes,48.95194444444444,12,3,0,3,8,5
INC-000091,Hardware,Laptop,P3,2025-11-06 02:31:34,2025-11-08 00:09:57,Sistemas N2,Hardware: Laptop. Prioridad P3. Usuario de Atención a Clientes reporta problema. Atendido por Sistemas N2.,Atención a Clientes,45.639722222222225,2,3,0,3,2,16
INC-000092,Seguridad,Políticas,P3,2025-11-30 03:55:34,2025-12-01 04:38:34,Seguridad N2,Seguridad: Políticas. Prioridad P3. Usuario de Marketing reporta problema. Atendido por Seguridad N2.,Marketing,24.716666666666665,3,6,1,3,5,4
INC-000093,Aplicaciones,Actualización,P3,2025-11-12 02:43:34,2025-11-13 10:55:08,Service Desk N1,Aplicaciones: Actualización. Prioridad P3. Usuario de Ventas reporta problema. Atendido por Service Desk N1.,Ventas,32.19277777777778,2,2,0,3,4,6
INC-000094,Aplicaciones,Login,P3,2025-10-05 12:03:34,2025-10-06 15:41:03,Service Desk N1,Aplicaciones: Login. Prioridad P3. Usuario de Recursos Humanos reporta problema. Atendido por Service Desk N1.,Recursos Humanos,27.62472222222222,12,6,1,3,4,0
INC-000095,Hardware,Desktop,P4,2026-02-02 00:38:34,2026-02-07 04:43:34,Redes N2,Hardware: Desktop. Prioridad P4. Usuario de Logística reporta problema. Atendido por Redes N2.,Logística,124.08333333333333,0,0,0,4,2,29
INC-000096,Correo,Adjuntos,P3,2025-09-26 08:40:34,2025-09-27 12:20:28,Sistemas N2,Correo: Adjuntos. Prioridad P3. Usuario de TI reporta problema. Atendido por Sistemas N2.,TI,27.665,8,4,0,3,3,31
INC-000097,Aplicaciones,Errores 500,P3,2026-01-10 00:01:34,2026-01-11 08:49:25,Sistemas N2,Aplicaciones: Errores 500. Prioridad P3. Usuario de Finanzas reporta problema. Atendido por Sistemas N2.,Finanzas,32.7975,0,5,1,3,4,8
INC-000098,Base de datos,Backup,P3,2025-09-03 08:46:34,2025-09-05 06:21:33,Seguridad N2,Base de datos: Backup. Prioridad P3. Usuario de Recursos Humanos reporta problema. Atendido por Seguridad N2.,Recursos Humanos,45.58305555555555,8,2,0,3,6,20
INC-000099,Correo,Sin acceso,P3,2026-01-06 11:04:34,2026-01-08 01:44:17,Sistemas N2,Correo: Sin acceso. Prioridad P3. Usuario de Finanzas reporta problema. Atendido por Sistemas N2.,Finanzas,38.661944444444444,11,1,0,3,3,1
INC-000100,Seguridad,Accesos,P4,2025-12-22 09:23:34,2025-12-26 22:50:24,Base de Datos N2,Seguridad: Accesos. Prioridad P4. Usuario de Finanzas reporta problema. Atendido por Base de Datos N2.,Finanzas,109.44722222222222,9,0,0,4,5,10
INC-000101,Red,WiFi,P3,2025-12-03 04:42:34,2025-12-04 03:25:39,Infraestructura N3,Red: WiFi. Prioridad P3. Usuario de Finanzas reporta problema. Atendido por Infraestructura N3.,Finanzas,22.718055555555555,4,2,0,3,7,24
INC-000102,Almacenamiento,Rendimiento,P3,2025-12-26 09:19:34,2025-12-27 23:27:41,Seguridad N2,Almacenamiento: Rendimiento. Prioridad P3. Usuario de Operaciones reporta problema. Atendido por Seguridad N2.,Operaciones,38.13527777777778,9,4,0,3,1,18
INC-000103,Virtualización,Snapshots,P3,2026-01-13 03:22:34,2026-01-14 16:12:08,Infraestructura N3,Virtualización: Snapshots. Prioridad P3. Usuario de Atención a Clientes reporta problema. Atendido por Infraestructura N3.,Atención a Clientes,36.82611111111111,3,1,0,3,0,28
INC-000104,Correo,Sin acceso,P3,2025-10-16 11:31:34,2025-10-18 10:19:40,Sistemas N2,Correo: Sin acceso. Prioridad P3. Usuario de Logística reporta problema. Atendido por Sistemas N2.,Logística,46.80166666666667,11,3,0,3,3,1
INC-000105,Impresoras,Conectividad,P2,2025-11-06 01:33:34,2025-11-06 18:47:49,Service Desk N1,Impresoras: Conectividad. Prioridad P2. Usuario de Logística reporta problema. Atendido por Service Desk N1.,Logística,17.2375,1,3,0,2,8,13
